simulation,gene_info,depth,Sequence_Identity,Spiked_ReadSupp
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000591991.1-ENST00000362600.1,10GB,95%,15
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000592227.1-ENST00000359606.3-ENST00000605777.1,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000592235.1-ENST00000636950.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000595193.5-ENST00000519095.5,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000596112.5-ENST00000358432.8-ENST00000379034.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000597796.1-ENST00000597796.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000598261.2-ENST00000412056.5-ENST00000659246.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000598909.1-ENST00000611327.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000600342.5-ENST00000473575.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000601519.5-ENST00000588108.5,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000602215.1-ENST00000601614.6,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000602755.1-ENST00000374505.6,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000602795.6-ENST00000642160.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000602967.5-ENST00000581593.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000607467.1-ENST00000561902.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000608916.1-ENST00000430625.1,10GB,95%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000609548.1-ENST00000629214.1-ENST00000519678.5,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000609909.1-ENST00000704547.1-ENST00000495233.6,10GB,95%,17
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000610832.1-ENST00000610832.1,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000613336.4-ENST00000613336.4,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000613539.1-ENST00000219439.9,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000616574.2-ENST00000568290.1-ENST00000609436.1,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000617466.1-ENST00000626243.2,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000619315.2-ENST00000619315.2,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000619494.1-ENST00000621913.4,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000620267.2-ENST00000620267.2,10GB,95%,26
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000622030.2-ENST00000564685.5-ENST00000503799.5,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000622954.1-ENST00000565454.5,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000623224.1-ENST00000650134.1,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000624083.3-ENST00000700842.1-ENST00000583394.2,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000624844.1-ENST00000553025.5,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000624955.1-ENST00000624955.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000625874.2-ENST00000639239.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000629819.2-ENST00000643634.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000629837.2-ENST00000591694.1,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000630184.2-ENST00000630184.2,10GB,95%,13
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000630317.1-ENST00000630317.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000631217.2-ENST00000631217.2,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000631460.1-ENST00000679974.1,10GB,95%,29
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000634285.1-ENST00000517094.2,10GB,95%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000636428.1-ENST00000468984.1-ENST00000449177.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000636942.1-ENST00000566873.1-ENST00000369315.5,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000637498.1-ENST00000407465.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000637948.1-ENST00000621310.1,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000639968.1-ENST00000639968.1,10GB,95%,17
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000640135.1-ENST00000587457.1,10GB,95%,17
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000641535.1-ENST00000641067.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000643253.1-ENST00000412010.1,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000643938.1-ENST00000554614.2,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000644265.1-ENST00000588174.1-ENST00000483137.2,10GB,95%,19
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000644880.1-ENST00000701353.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000645807.1-ENST00000570482.2,10GB,95%,13
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000646106.1-ENST00000484580.6,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000646284.1-ENST00000583788.1,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000647799.1-ENST00000392168.6,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000648143.1-ENST00000648143.1,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000648980.1-ENST00000365473.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000649738.1-ENST00000706797.1-ENST00000504052.5,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000649802.1-ENST00000698747.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000650560.1-ENST00000422368.5,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000651245.1-ENST00000607796.6,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000651287.1-ENST00000520977.2,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000653527.1-ENST00000504993.5,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000653815.1-ENST00000611894.4,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000653865.2-ENST00000706471.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000653931.1-ENST00000243440.2,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000654878.1-ENST00000654878.1,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000655381.1-ENST00000547326.2-ENST00000679158.1,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000655450.1-ENST00000655450.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000655583.1-ENST00000670656.1,10GB,95%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000656229.1-ENST00000516450.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000656273.1-ENST00000412200.1-ENST00000521984.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000656372.1-ENST00000656372.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000656912.1-ENST00000656912.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000657223.1-ENST00000609343.5,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000657426.1-ENST00000661083.2,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000657783.1-ENST00000657783.1,10GB,95%,23
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000659034.3-ENST00000662449.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000660108.1-ENST00000533488.6,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000661413.1-ENST00000258499.8-ENST00000652304.1,10GB,95%,19
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000661468.1-ENST00000609997.5,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000661651.1-ENST00000473006.1-ENST00000622680.2,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000661929.1-ENST00000478598.1,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000661940.1-ENST00000557478.5-ENST00000677498.1,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000662029.1-ENST00000662029.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000662259.1-ENST00000662259.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000663551.1-ENST00000663551.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000663787.1-ENST00000469255.5,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000664250.1-ENST00000642514.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000664762.1-ENST00000485780.1-ENST00000508790.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000665020.1-ENST00000665020.1,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000667244.1-ENST00000304031.8-ENST00000484702.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000668661.1-ENST00000641610.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000673843.1-ENST00000476502.1-ENST00000510762.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000674559.1-ENST00000376974.5-ENST00000422408.2,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000675232.1-ENST00000676999.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000675690.1-ENST00000417130.1,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000675710.1-ENST00000675079.1,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000675933.1-ENST00000410646.1,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000676616.1-ENST00000366778.5,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000676825.1-ENST00000676825.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000677218.1-ENST00000677218.1,10GB,95%,22
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000677753.1-ENST00000394409.7,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000678070.1-ENST00000440394.7-ENST00000563104.5,10GB,95%,21
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000679032.1-ENST00000530295.5,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000679469.1-ENST00000040738.10,10GB,95%,37
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000680282.1-ENST00000334205.9-ENST00000692032.1,10GB,95%,14
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000682737.1-ENST00000682737.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000684176.1-ENST00000522264.1,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000685306.1-ENST00000624022.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000685499.2-ENST00000480238.5,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000685535.1-ENST00000494744.1-ENST00000686298.2,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000685569.2-ENST00000527711.5,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000686495.1-ENST00000463804.6,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000686616.2-ENST00000484564.1-ENST00000535963.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000686698.2-ENST00000686698.2,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000686832.1-ENST00000452214.5,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000687920.2-ENST00000687920.2,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000688044.1-ENST00000528888.5,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000688625.1-ENST00000702772.1,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000689040.1-ENST00000564489.1,10GB,95%,13
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000689332.1-ENST00000611461.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000689811.2-ENST00000682494.1-ENST00000324436.5,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000689959.1-ENST00000689959.1,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000690311.1-ENST00000563203.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691160.2-ENST00000687794.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691165.1-ENST00000663583.1-ENST00000613461.3,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691515.1-ENST00000401867.5,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691599.1-ENST00000490511.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691634.1-ENST00000604616.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691690.1-ENST00000573187.3,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000691707.1-ENST00000691707.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000692062.1-ENST00000692062.1,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000692675.1-ENST00000258733.9,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000694978.1-ENST00000544670.5,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000695731.1-ENST00000417593.1-ENST00000504207.1,10GB,95%,10
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000696082.1-ENST00000494074.1-ENST00000588643.1,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000696482.1-ENST00000409746.5,10GB,95%,16
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000696704.1-ENST00000696704.1,10GB,95%,9
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000696848.1-ENST00000696848.1,10GB,95%,7
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000697249.1-ENST00000384076.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000697424.1-ENST00000516113.1,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000697741.1-ENST00000697741.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000698021.1-ENST00000463377.6,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000698683.1-ENST00000698683.1,10GB,95%,8
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000698977.1-ENST00000612910.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000699412.1-ENST00000699412.1,10GB,95%,12
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000699746.1-ENST00000372503.2,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000700851.1-ENST00000622505.1,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000700912.1-ENST00000354695.5,10GB,95%,11
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000700965.1-ENST00000700965.1,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000701726.1-ENST00000701726.1,10GB,95%,3
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000701841.1-ENST00000660350.1,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000702013.1-ENST00000267377.3,10GB,95%,5
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000702269.1-ENST00000477677.5,10GB,95%,4
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000702400.1-ENST00000446580.3-ENST00000394461.2,10GB,95%,6
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000702991.1-ENST00000391366.3,10GB,95%,1
porechoptrimmed_Adapter_Spiked_Simulated_10GB_nanopore2023_Q95.fastq.gz,ENST00000706066.1-ENST00000661111.1,10GB,95%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000215882.10-ENST00000407142.5,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000265563.13-ENST00000338981.7,1GB,85%,4
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000276573.11-ENST00000675221.1-ENST00000495970.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000293195.10-ENST00000612771.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000294973.11-ENST00000687045.1,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000298428.14-ENST00000298428.14,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000310924.7-ENST00000617619.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000327355.6-ENST00000470542.5-ENST00000471532.5,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000346169.7-ENST00000621669.1-ENST00000514119.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000346301.8-ENST00000346301.8,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000355860.7-ENST00000355860.7,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000361352.9-ENST00000450451.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000361665.7-ENST00000513880.2-ENST00000626336.2,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000364281.1-ENST00000616658.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000366965.6-ENST00000366965.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000370869.7-ENST00000593903.1-ENST00000481627.2,1GB,85%,2
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000372220.5-ENST00000649972.1-ENST00000433160.1,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000373943.9-ENST00000527662.5,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000374255.6-ENST00000454799.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000374825.9-ENST00000688622.1,1GB,85%,3
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000377724.8-ENST00000452964.2,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000378512.5-ENST00000442080.6,1GB,85%,1
porechoptrimmed_Adapter_Spiked_Simulated_1GB_nanopore2023_Q85.fastq.gz,ENST00000381233.8-ENST00000446750.1,1GB,85%,1
