fusionGene	Gene1_vID	Gene2_vID	Gene3_vID	original.fusion.gene.id	V1	V2	V3	geneName	name	chrom	strand	exonCount	exonBases	exonIndexes	exonStarts	exonEnds	fusionType	fusionOptions	geneName_ID	external_gene_name	fusion.gene.id	Gene1_alternative_ID	Gene2_alternative_ID	Gene3_alternative_ID
ENSG00000166855.9::ENSG00000138698.15::ENSG00000198246.10	ENSG00000166855.9	ENSG00000138698.15	ENSG00000198246.10	ENSG00000166855:ENSG00000138698	ENSG00000166855	ENSG00000138698	ENSG00000198246	ENSG00000198246	ENST00000644088.1	chr10	+	1	113	3	71361955	71362067	tri_fusion	symmetrical_exons	ENSG00000198246.10	SLC29A3	ENSG00000166855:ENSG00000138698:ENSG00000198246	ENSG00000166855	ENSG00000138698	ENSG00000198246
ENSG00000284770.2::ENSG00000198551.10::ENSG00000170144.22	ENSG00000284770.2	ENSG00000198551.10	ENSG00000170144.22	ENSG00000284770:ENSG00000198551	ENSG00000284770	ENSG00000198551	ENSG00000170144	ENSG00000284770	ENST00000644265.1	chr1	+	5	601	0,1,2,3,4	235401520,235414434,235434205,235437323,235438770	235401587,235414618,235434280,235437474,235438889	tri_fusion	symmetrical_exons	ENSG00000284770.2	TBCE	ENSG00000284770:ENSG00000198551:ENSG00000170144	ENSG00000284770	ENSG00000198551	ENSG00000170144
ENSG00000284770.2::ENSG00000198551.10::ENSG00000170144.22	ENSG00000284770.2	ENSG00000198551.10	ENSG00000170144.22	ENSG00000284770:ENSG00000198551	ENSG00000284770	ENSG00000198551	ENSG00000170144	ENSG00000284770	ENST00000644265.1	chr1	+	5	601	0,1,2,3,4	235401520,235414434,235434205,235437323,235438770	235401587,235414618,235434280,235437474,235438889	tri_fusion	symmetrical_exons	ENSG00000284770.2	TBCE	ENSG00000285053:ENSG00000198551:ENSG00000170144	ENSG00000285053	ENSG00000198551	ENSG00000170144
ENSG00000284770.2::ENSG00000198551.10::ENSG00000170144.22	ENSG00000284770.2	ENSG00000198551.10	ENSG00000170144.22	ENSG00000284770:ENSG00000198551	ENSG00000284770	ENSG00000198551	ENSG00000170144	ENSG00000198551	ENST00000588174.1	chr19	+	4	1485	0,1,2,3	11597484,11614528,11614828,11616707	11597630,11614653,11614887,11617858	tri_fusion	symmetrical_exons	ENSG00000198551.10	ZNF627	ENSG00000284770:ENSG00000198551:ENSG00000170144	ENSG00000284770	ENSG00000198551	ENSG00000170144
ENSG00000284770.2::ENSG00000198551.10::ENSG00000170144.22	ENSG00000284770.2	ENSG00000198551.10	ENSG00000170144.22	ENSG00000284770:ENSG00000198551	ENSG00000284770	ENSG00000198551	ENSG00000170144	ENSG00000198551	ENST00000588174.1	chr19	+	4	1485	0,1,2,3	11597484,11614528,11614828,11616707	11597630,11614653,11614887,11617858	tri_fusion	symmetrical_exons	ENSG00000198551.10	ZNF627	ENSG00000285053:ENSG00000198551:ENSG00000170144	ENSG00000285053	ENSG00000198551	ENSG00000170144
ENSG00000284770.2::ENSG00000198551.10::ENSG00000170144.22	ENSG00000284770.2	ENSG00000198551.10	ENSG00000170144.22	ENSG00000284770:ENSG00000198551	ENSG00000284770	ENSG00000198551	ENSG00000170144	ENSG00000170144	ENST00000483137.2	chr2	+	4	3161	5,6,7,8	177217706,177219038,177219248,177222061	177217845,177219159,177221976,177222230	tri_fusion	symmetrical_exons	ENSG00000170144.22	HNRNPA3	ENSG00000284770:ENSG00000198551:ENSG00000170144	ENSG00000284770	ENSG00000198551	ENSG00000170144
ENSG00000284770.2::ENSG00000198551.10::ENSG00000170144.22	ENSG00000284770.2	ENSG00000198551.10	ENSG00000170144.22	ENSG00000284770:ENSG00000198551	ENSG00000284770	ENSG00000198551	ENSG00000170144	ENSG00000170144	ENST00000483137.2	chr2	+	4	3161	5,6,7,8	177217706,177219038,177219248,177222061	177217845,177219159,177221976,177222230	tri_fusion	symmetrical_exons	ENSG00000170144.22	HNRNPA3	ENSG00000285053:ENSG00000198551:ENSG00000170144	ENSG00000285053	ENSG00000198551	ENSG00000170144
ENSG00000175334.8::ENSG00000066322.15::ENSG00000189326.5	ENSG00000175334.8	ENSG00000066322.15	ENSG00000189326.5	ENSG00000175334:ENSG00000066322	ENSG00000175334	ENSG00000066322	ENSG00000189326	ENSG00000175334	ENST00000527348.1	chr11	+	2	383	0,1	66002783,66003236	66003039,66003361	tri_fusion	symmetrical_exons	ENSG00000175334.8	BANF1	ENSG00000175334:ENSG00000066322:ENSG00000189326	ENSG00000175334	ENSG00000066322	ENSG00000189326
ENSG00000175334.8::ENSG00000066322.15::ENSG00000189326.5	ENSG00000175334.8	ENSG00000066322.15	ENSG00000189326.5	ENSG00000175334:ENSG00000066322	ENSG00000175334	ENSG00000066322	ENSG00000189326	ENSG00000066322	ENST00000496932.1	chr1	-	3	713	0,1,2	43364577,43364929,43365565	43364794,43365376,43365611	tri_fusion	symmetrical_exons	ENSG00000066322.15	ELOVL1	ENSG00000175334:ENSG00000066322:ENSG00000189326	ENSG00000175334	ENSG00000066322	ENSG00000189326
ENSG00000175334.8::ENSG00000066322.15::ENSG00000189326.5	ENSG00000175334.8	ENSG00000066322.15	ENSG00000189326.5	ENSG00000175334:ENSG00000066322	ENSG00000175334	ENSG00000066322	ENSG00000189326	ENSG00000189326	ENST00000446864.2	chrX	+	1	118	1	143034026	143034143	tri_fusion	symmetrical_exons	ENSG00000189326.5	SPANXN4	ENSG00000175334:ENSG00000066322:ENSG00000189326	ENSG00000175334	ENSG00000066322	ENSG00000189326
ENSG00000170231.16::ENSG00000231530.1::ENSG00000088298.13	ENSG00000170231.16	ENSG00000231530.1	ENSG00000088298.13	ENSG00000170231:ENSG00000231530	ENSG00000170231	ENSG00000231530	ENSG00000088298	ENSG00000170231	ENST00000402432.4	chr5	+	1	118	0	160229507	160229624	tri_fusion	symmetrical_exons	ENSG00000170231.16	FABP6	ENSG00000170231:ENSG00000231530:ENSG00000088298	ENSG00000170231	ENSG00000231530	ENSG00000088298
ENSG00000170231.16::ENSG00000231530.1::ENSG00000088298.13	ENSG00000170231.16	ENSG00000231530.1	ENSG00000088298.13	ENSG00000170231:ENSG00000231530	ENSG00000170231	ENSG00000231530	ENSG00000088298	ENSG00000231530	ENST00000413246.1	chr13	-	2	268	0,1	42043728,42044108	42043948,42044154	tri_fusion	symmetrical_exons	ENSG00000231530.1	NA	ENSG00000170231:ENSG00000231530:ENSG00000088298	ENSG00000170231	ENSG00000231530	ENSG00000088298
ENSG00000170231.16::ENSG00000231530.1::ENSG00000088298.13	ENSG00000170231.16	ENSG00000231530.1	ENSG00000088298.13	ENSG00000170231:ENSG00000231530	ENSG00000170231	ENSG00000231530	ENSG00000088298	ENSG00000088298	ENST00000374491.3	chr20	-	8	1471	0,1,2,3,4,5,6,7	35115365,35118599,35123891,35126252,35131643,35134739,35137881,35142374	35115933,35118719,35124034,35126375,35131783,35134949,35138005,35142409	tri_fusion	symmetrical_exons	ENSG00000088298.13	EDEM2	ENSG00000170231:ENSG00000231530:ENSG00000088298	ENSG00000170231	ENSG00000231530	ENSG00000088298
ENSG00000177731.16::ENSG00000256422.8::ENSG00000084623.12	ENSG00000177731.16	ENSG00000256422.8	ENSG00000084623.12	ENSG00000177731:ENSG00000256422	ENSG00000177731	ENSG00000256422	ENSG00000084623	ENSG00000177731	ENST00000487369.5	chr17	-	4	458	0,1,2,3	18245239,18245355,18245745,18245935	18245272,18245660,18245850,18245946	tri_fusion	symmetrical_exons	ENSG00000177731.16	FLII	ENSG00000177731:ENSG00000256422:ENSG00000084623	ENSG00000177731	ENSG00000256422	ENSG00000084623
ENSG00000177731.16::ENSG00000256422.8::ENSG00000084623.12	ENSG00000177731.16	ENSG00000256422.8	ENSG00000084623.12	ENSG00000177731:ENSG00000256422	ENSG00000177731	ENSG00000256422	ENSG00000084623	ENSG00000256422	ENST00000538641.2	chr11	-	2	1437	0,1	104538673,104544700	104540025,104544783	tri_fusion	symmetrical_exons	ENSG00000256422.8	LINC02552	ENSG00000177731:ENSG00000256422:ENSG00000084623	ENSG00000177731	ENSG00000256422	ENSG00000084623
ENSG00000177731.16::ENSG00000256422.8::ENSG00000084623.12	ENSG00000177731.16	ENSG00000256422.8	ENSG00000084623.12	ENSG00000177731:ENSG00000256422	ENSG00000177731	ENSG00000256422	ENSG00000084623	ENSG00000084623	ENST00000678968.1	chr1	+	2	536	8,9	32230928,32231116	32231019,32231559	tri_fusion	symmetrical_exons	ENSG00000084623.12	EIF3I	ENSG00000177731:ENSG00000256422:ENSG00000084623	ENSG00000177731	ENSG00000256422	ENSG00000084623
ENSG00000267280.6::ENSG00000224616.5::ENSG00000288932.2	ENSG00000267280.6	ENSG00000224616.5	ENSG00000288932.2	ENSG00000267280:ENSG00000224616	ENSG00000267280	ENSG00000224616	ENSG00000288932	ENSG00000267280	ENST00000591313.7	chr17	-	1	26	1	61399240	61399265	tri_fusion	symmetrical_exons	ENSG00000267280.6	TBX2-AS1	ENSG00000267280:ENSG00000224616:ENSG00000288932	ENSG00000267280	ENSG00000224616	ENSG00000288932
ENSG00000267280.6::ENSG00000224616.5::ENSG00000288932.2	ENSG00000267280.6	ENSG00000224616.5	ENSG00000288932.2	ENSG00000267280:ENSG00000224616	ENSG00000267280	ENSG00000224616	ENSG00000288932	ENSG00000224616	ENST00000421185.1	chr1	-	1	7	0	100264010	100264016	tri_fusion	symmetrical_exons	ENSG00000224616.5	RTCA-AS1	ENSG00000267280:ENSG00000224616:ENSG00000288932	ENSG00000267280	ENSG00000224616	ENSG00000288932
ENSG00000267280.6::ENSG00000224616.5::ENSG00000288932.2	ENSG00000267280.6	ENSG00000224616.5	ENSG00000288932.2	ENSG00000267280:ENSG00000224616	ENSG00000267280	ENSG00000224616	ENSG00000288932	ENSG00000288932	ENST00000684810.1	chr2	+	1	226	1	64291146	64291371	tri_fusion	symmetrical_exons	ENSG00000288932.2	NA	ENSG00000267280:ENSG00000224616:ENSG00000288932	ENSG00000267280	ENSG00000224616	ENSG00000288932
ENSG00000168619.16::ENSG00000101003.12::ENSG00000088035.18	ENSG00000168619.16	ENSG00000101003.12	ENSG00000088035.18	ENSG00000168619:ENSG00000101003	ENSG00000168619	ENSG00000101003	ENSG00000088035	ENSG00000168619	ENST00000520087.5	chr8	+	1	39	0	39584624	39584662	tri_fusion	symmetrical_exons	ENSG00000168619.16	ADAM18	ENSG00000168619:ENSG00000101003:ENSG00000088035	ENSG00000168619	ENSG00000101003	ENSG00000088035
ENSG00000168619.16::ENSG00000101003.12::ENSG00000088035.18	ENSG00000168619.16	ENSG00000101003.12	ENSG00000088035.18	ENSG00000168619:ENSG00000101003	ENSG00000168619	ENSG00000101003	ENSG00000088035	ENSG00000101003	ENST00000696810.1	chr20	+	6	1490	0,1,2,3,4,5	25391009,25417105,25418106,25425212,25441703,25445924	25391198,25417202,25418195,25425327,25441776,25446845	tri_fusion	symmetrical_exons	ENSG00000101003.12	GINS1	ENSG00000168619:ENSG00000101003:ENSG00000088035	ENSG00000168619	ENSG00000101003	ENSG00000088035
ENSG00000168619.16::ENSG00000101003.12::ENSG00000088035.18	ENSG00000168619.16	ENSG00000101003.12	ENSG00000088035.18	ENSG00000168619:ENSG00000101003	ENSG00000168619	ENSG00000101003	ENSG00000088035	ENSG00000088035	ENST00000494765.2	chr1	+	2	830	0,1	63428454,63436824	63429126,63436980	tri_fusion	symmetrical_exons	ENSG00000088035.18	ALG6	ENSG00000168619:ENSG00000101003:ENSG00000088035	ENSG00000168619	ENSG00000101003	ENSG00000088035
ENSG00000082641.16::ENSG00000251573.2::ENSG00000235257.11	ENSG00000082641.16	ENSG00000251573.2	ENSG00000235257.11	ENSG00000082641:ENSG00000251573	ENSG00000082641	ENSG00000251573	ENSG00000235257	ENSG00000082641	ENST00000361665.7	chr17	+	4	1368	0,1,2,3	48048774,48050608,48056420,48057033	48048864,48051628,48056598,48057109	tri_fusion	symmetrical_exons	ENSG00000082641.16	NFE2L1	ENSG00000082641:ENSG00000251573:ENSG00000235257	ENSG00000082641	ENSG00000251573	ENSG00000235257
ENSG00000082641.16::ENSG00000251573.2::ENSG00000235257.11	ENSG00000082641.16	ENSG00000251573.2	ENSG00000235257.11	ENSG00000082641:ENSG00000251573	ENSG00000082641	ENSG00000251573	ENSG00000235257	ENSG00000251573	ENST00000513880.2	chr5	-	1	58	0	50969218	50969275	tri_fusion	symmetrical_exons	ENSG00000251573.2	LINC02106	ENSG00000082641:ENSG00000251573:ENSG00000235257	ENSG00000082641	ENSG00000251573	ENSG00000235257
ENSG00000082641.16::ENSG00000251573.2::ENSG00000235257.11	ENSG00000082641.16	ENSG00000251573.2	ENSG00000235257.11	ENSG00000082641:ENSG00000251573	ENSG00000082641	ENSG00000251573	ENSG00000235257	ENSG00000235257	ENST00000626336.2	chr3	-	3	743	0,1,2	37808469,37821015,37834680	37808880,37821100,37834924	tri_fusion	symmetrical_exons	ENSG00000235257.11	ITGA9-AS1	ENSG00000082641:ENSG00000251573:ENSG00000235257	ENSG00000082641	ENSG00000251573	ENSG00000235257
ENSG00000185442.13::ENSG00000128510.12::ENSG00000163930.10	ENSG00000185442.13	ENSG00000128510.12	ENSG00000163930.10	ENSG00000185442:ENSG00000128510	ENSG00000185442	ENSG00000128510	ENSG00000163930	ENSG00000185442	ENST00000327355.6	chr15	-	3	2463	0,1,2	92617449,92630215,92655317	92619459,92630345,92655637	tri_fusion	symmetrical_exons	ENSG00000185442.13	FAM174B	ENSG00000185442:ENSG00000128510:ENSG00000163930	ENSG00000185442	ENSG00000128510	ENSG00000163930
ENSG00000185442.13::ENSG00000128510.12::ENSG00000163930.10	ENSG00000185442.13	ENSG00000128510.12	ENSG00000163930.10	ENSG00000185442:ENSG00000128510	ENSG00000185442	ENSG00000128510	ENSG00000163930	ENSG00000128510	ENST00000470542.5	chr7	+	3	235	3,4,5	130300817,130304479,130305817	130300914,130304566,130305865	tri_fusion	symmetrical_exons	ENSG00000128510.12	CPA4	ENSG00000185442:ENSG00000128510:ENSG00000163930	ENSG00000185442	ENSG00000128510	ENSG00000163930
ENSG00000185442.13::ENSG00000128510.12::ENSG00000163930.10	ENSG00000185442.13	ENSG00000128510.12	ENSG00000163930.10	ENSG00000185442:ENSG00000128510	ENSG00000185442	ENSG00000128510	ENSG00000163930	ENSG00000163930	ENST00000471532.5	chr3	-	4	913	0,1,2,3	52405812,52406254,52407175,52407400	52405912,52406907,52407316,52407415	tri_fusion	symmetrical_exons	ENSG00000163930.10	BAP1	ENSG00000185442:ENSG00000128510:ENSG00000163930	ENSG00000185442	ENSG00000128510	ENSG00000163930
ENSG00000273179.1::ENSG00000281920.1::ENSG00000198363.18	ENSG00000273179.1	ENSG00000281920.1	ENSG00000198363.18	ENSG00000273179:ENSG00000281920	ENSG00000273179	ENSG00000281920	ENSG00000198363	ENSG00000273179	ENST00000609548.1	chr4	+	1	27	0	1167779	1167805	tri_fusion	symmetrical_exons	ENSG00000273179.1	NA	ENSG00000273179:ENSG00000281920:ENSG00000198363	ENSG00000273179	ENSG00000281920	ENSG00000198363
ENSG00000273179.1::ENSG00000281920.1::ENSG00000198363.18	ENSG00000273179.1	ENSG00000281920.1	ENSG00000198363.18	ENSG00000273179:ENSG00000281920	ENSG00000273179	ENSG00000281920	ENSG00000198363	ENSG00000281920	ENST00000629214.1	chr2	+	2	431	1,2	65624234,65628164	65624478,65628349	tri_fusion	symmetrical_exons	ENSG00000281920.1	NA	ENSG00000273179:ENSG00000281920:ENSG00000198363	ENSG00000273179	ENSG00000281920	ENSG00000198363
ENSG00000273179.1::ENSG00000281920.1::ENSG00000198363.18	ENSG00000273179.1	ENSG00000281920.1	ENSG00000198363.18	ENSG00000273179:ENSG00000281920	ENSG00000273179	ENSG00000281920	ENSG00000198363	ENSG00000198363	ENST00000519678.5	chr8	-	4	241	0,1,2,3	61626142,61633684,61637948,61642889	61626280,61633727,61638003,61642890	tri_fusion	symmetrical_exons	ENSG00000198363.18	ASPH	ENSG00000273179:ENSG00000281920:ENSG00000198363	ENSG00000273179	ENSG00000281920	ENSG00000198363
ENSG00000134905.17::ENSG00000229586.2::ENSG00000225626.4	ENSG00000134905.17	ENSG00000229586.2	ENSG00000225626.4	ENSG00000134905:ENSG00000229586	ENSG00000134905	ENSG00000229586	ENSG00000225626	ENSG00000134905	ENST00000537412.5	chr13	-	1	59	2	110713138	110713196	tri_fusion	symmetrical_exons	ENSG00000134905.17	CARS2	ENSG00000134905:ENSG00000229586:ENSG00000225626	ENSG00000134905	ENSG00000229586	ENSG00000225626
ENSG00000134905.17::ENSG00000229586.2::ENSG00000225626.4	ENSG00000134905.17	ENSG00000229586.2	ENSG00000225626.4	ENSG00000134905:ENSG00000229586	ENSG00000134905	ENSG00000229586	ENSG00000225626	ENSG00000229586	ENST00000436471.2	chr17	-	1	1902	0	20481331	20483232	tri_fusion	symmetrical_exons	ENSG00000229586.2	TNPO1P3	ENSG00000134905:ENSG00000229586:ENSG00000225626	ENSG00000134905	ENSG00000229586	ENSG00000225626
ENSG00000134905.17::ENSG00000229586.2::ENSG00000225626.4	ENSG00000134905.17	ENSG00000229586.2	ENSG00000225626.4	ENSG00000134905:ENSG00000229586	ENSG00000134905	ENSG00000229586	ENSG00000225626	ENSG00000225626	ENST00000526458.1	chr9	-	1	440	0	69819828	69820267	tri_fusion	symmetrical_exons	ENSG00000225626.4	CFAP95-DT	ENSG00000134905:ENSG00000229586:ENSG00000225626	ENSG00000134905	ENSG00000229586	ENSG00000225626
ENSG00000273373.1::ENSG00000144815.18::ENSG00000171735.20	ENSG00000273373.1	ENSG00000144815.18	ENSG00000171735.20	ENSG00000273373:ENSG00000144815	ENSG00000273373	ENSG00000144815	ENSG00000171735	ENSG00000273373	ENST00000609909.1	chr1	+	1	1682	0	110370155	110371836	tri_fusion	symmetrical_exons	ENSG00000273373.1	SLC16A4-AS1	ENSG00000273373:ENSG00000144815:ENSG00000171735	ENSG00000273373	ENSG00000144815	ENSG00000171735
ENSG00000273373.1::ENSG00000144815.18::ENSG00000171735.20	ENSG00000273373.1	ENSG00000144815.18	ENSG00000171735.20	ENSG00000273373:ENSG00000144815	ENSG00000273373	ENSG00000144815	ENSG00000171735	ENSG00000144815	ENST00000704547.1	chr3	+	4	2222	4,5,6,7	101801236,101807054,101816796,101821405	101801989,101807126,101817001,101822593	tri_fusion	symmetrical_exons	ENSG00000144815.18	NXPE3	ENSG00000273373:ENSG00000144815:ENSG00000171735	ENSG00000273373	ENSG00000144815	ENSG00000171735
ENSG00000273373.1::ENSG00000144815.18::ENSG00000171735.20	ENSG00000273373.1	ENSG00000144815.18	ENSG00000171735.20	ENSG00000273373:ENSG00000144815	ENSG00000273373	ENSG00000144815	ENSG00000171735	ENSG00000171735	ENST00000495233.6	chr1	+	8	2189	6,7,8,9,10,11,12,13	7737960,7744836,7745846,7747711,7749772,7751200,7752460,7766460	7738482,7745022,7746091,7747781,7749791,7751392,7752533,7767334	tri_fusion	symmetrical_exons	ENSG00000171735.20	CAMTA1	ENSG00000273373:ENSG00000144815:ENSG00000171735	ENSG00000273373	ENSG00000144815	ENSG00000171735
ENSG00000130714.19::ENSG00000151694.15::ENSG00000185798.8	ENSG00000130714.19	ENSG00000151694.15	ENSG00000185798.8	ENSG00000130714:ENSG00000151694	ENSG00000130714	ENSG00000151694	ENSG00000185798	ENSG00000130714	ENST00000372220.5	chr9	+	6	546	0,1,2,3,4,5	131502951,131512042,131513240,131515427,131518446,131518838	131503073,131512136,131513331,131515522,131518537,131518885	tri_fusion	symmetrical_exons	ENSG00000130714.19	POMT1	ENSG00000130714:ENSG00000151694:ENSG00000185798	ENSG00000130714	ENSG00000151694	ENSG00000185798
ENSG00000130714.19::ENSG00000151694.15::ENSG00000185798.8	ENSG00000130714.19	ENSG00000151694.15	ENSG00000185798.8	ENSG00000130714:ENSG00000151694	ENSG00000130714	ENSG00000151694	ENSG00000185798	ENSG00000151694	ENST00000649972.1	chr2	-	7	5640	0,1,2,3,4,5,6	9499439,9505167,9509980,9517902,9518104,9521204,9526112	9502276,9505365,9510131,9517989,9518247,9523338,9526195	tri_fusion	symmetrical_exons	ENSG00000151694.15	ADAM17	ENSG00000130714:ENSG00000151694:ENSG00000185798	ENSG00000130714	ENSG00000151694	ENSG00000185798
ENSG00000130714.19::ENSG00000151694.15::ENSG00000185798.8	ENSG00000130714.19	ENSG00000151694.15	ENSG00000185798.8	ENSG00000130714:ENSG00000151694	ENSG00000130714	ENSG00000151694	ENSG00000185798	ENSG00000185798	ENST00000433160.1	chr3	-	1	196	0	196554195	196554390	tri_fusion	symmetrical_exons	ENSG00000185798.8	WDR53	ENSG00000130714:ENSG00000151694:ENSG00000185798	ENSG00000130714	ENSG00000151694	ENSG00000185798
ENSG00000151322.20::ENSG00000249858.2::ENSG00000164543.7	ENSG00000151322.20	ENSG00000249858.2	ENSG00000164543.7	ENSG00000151322:ENSG00000249858	ENSG00000151322	ENSG00000249858	ENSG00000164543	ENSG00000151322	ENST00000551634.6	chr14	+	8	1538	0,1,2,3,4,5,6,7	32934397,33215183,33367187,33560122,33676212,33735215,33774338,33778467	32935003,33215426,33367268,33560210,33676385,33735332,33774530,33778497	tri_fusion	symmetrical_exons	ENSG00000151322.20	NPAS3	ENSG00000151322:ENSG00000249858:ENSG00000164543	ENSG00000151322	ENSG00000249858	ENSG00000164543
ENSG00000151322.20::ENSG00000249858.2::ENSG00000164543.7	ENSG00000151322.20	ENSG00000249858.2	ENSG00000164543.7	ENSG00000151322:ENSG00000249858	ENSG00000151322	ENSG00000249858	ENSG00000164543	ENSG00000249858	ENST00000505757.2	chr4	+	1	422	0	76344551	76344972	tri_fusion	symmetrical_exons	ENSG00000249858.2	SNX5P1	ENSG00000151322:ENSG00000249858:ENSG00000164543	ENSG00000151322	ENSG00000249858	ENSG00000164543
ENSG00000151322.20::ENSG00000249858.2::ENSG00000164543.7	ENSG00000151322.20	ENSG00000249858.2	ENSG00000164543.7	ENSG00000151322:ENSG00000249858	ENSG00000151322	ENSG00000249858	ENSG00000164543	ENSG00000164543	ENST00000462448.1	chr7	+	1	87	3	43619598	43619684	tri_fusion	symmetrical_exons	ENSG00000164543.7	STK17A	ENSG00000151322:ENSG00000249858:ENSG00000164543	ENSG00000151322	ENSG00000249858	ENSG00000164543
ENSG00000239586.1::ENSG00000168958.21::ENSG00000168621.15	ENSG00000239586.1	ENSG00000168958.21	ENSG00000168621.15	ENSG00000239586:ENSG00000168958	ENSG00000239586	ENSG00000168958	ENSG00000168621	ENSG00000239586	ENST00000465177.1	chr3	+	1	114	0	106901069	106901182	tri_fusion	symmetrical_exons	ENSG00000239586.1	MTND1P16	ENSG00000239586:ENSG00000168958:ENSG00000168621	ENSG00000239586	ENSG00000168958	ENSG00000168621
ENSG00000239586.1::ENSG00000168958.21::ENSG00000168621.15	ENSG00000239586.1	ENSG00000168958.21	ENSG00000168621.15	ENSG00000239586:ENSG00000168958	ENSG00000239586	ENSG00000168958	ENSG00000168621	ENSG00000168958	ENST00000534203.5	chr2	+	4	412	1,2,3,4	227332420,227340293,227342746,227355678	227332588,227340380,227342819,227355758	tri_fusion	symmetrical_exons	ENSG00000168958.21	MFF	ENSG00000239586:ENSG00000168958:ENSG00000168621	ENSG00000239586	ENSG00000168958	ENSG00000168621
ENSG00000239586.1::ENSG00000168958.21::ENSG00000168621.15	ENSG00000239586.1	ENSG00000168958.21	ENSG00000168621.15	ENSG00000239586:ENSG00000168958	ENSG00000239586	ENSG00000168958	ENSG00000168621	ENSG00000168621	ENST00000344622.8	chr5	-	2	3532	0,1	37812678,37834725	37816135,37834798	tri_fusion	symmetrical_exons	ENSG00000168621.15	GDNF	ENSG00000239586:ENSG00000168958:ENSG00000168621	ENSG00000239586	ENSG00000168958	ENSG00000168621
ENSG00000196549.13::ENSG00000162302.13::ENSG00000137707.14	ENSG00000196549.13	ENSG00000162302.13	ENSG00000137707.14	ENSG00000196549:ENSG00000162302	ENSG00000196549	ENSG00000162302	ENSG00000137707	ENSG00000196549	ENST00000680282.1	chr3	+	22	2174	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21	155083945,155084159,155085060,155114995,155116480,155116665,155116869,155118747,155138103,155140192,155141992,155142238,155143444,155144360,155147145,155148551,155160391,155166903,155168493,155168733,155172118,155172537	155084042,155084327,155085094,155115155,155116559,155116759,155116986,155118811,155138236,155140292,155142127,155142330,155143571,155144457,155147224,155148653,155160448,155167021,155168625,155168797,155172212,155172546	tri_fusion	symmetrical_exons	ENSG00000196549.13	MME	ENSG00000196549:ENSG00000162302:ENSG00000137707	ENSG00000196549	ENSG00000162302	ENSG00000137707
ENSG00000196549.13::ENSG00000162302.13::ENSG00000137707.14	ENSG00000196549.13	ENSG00000162302.13	ENSG00000137707.14	ENSG00000196549:ENSG00000162302	ENSG00000196549	ENSG00000162302	ENSG00000137707	ENSG00000162302	ENST00000334205.9	chr11	+	6	1018	11,12,13,14,15,16	64368705,64369447,64369700,64370226,64370564,64371284	64368797,64369619,64369893,64370384,64370726,64371519	tri_fusion	symmetrical_exons	ENSG00000162302.13	RPS6KA4	ENSG00000196549:ENSG00000162302:ENSG00000137707	ENSG00000196549	ENSG00000162302	ENSG00000137707
ENSG00000196549.13::ENSG00000162302.13::ENSG00000137707.14	ENSG00000196549.13	ENSG00000162302.13	ENSG00000137707.14	ENSG00000196549:ENSG00000162302	ENSG00000196549	ENSG00000162302	ENSG00000137707	ENSG00000137707	ENST00000692032.1	chr11	-	5	1165	0,1,2,3,4	111494816,111497212,111497999,111498605,111512182	111495314,111497409,111498135,111498802,111512314	tri_fusion	symmetrical_exons	ENSG00000137707.14	BTG4	ENSG00000196549:ENSG00000162302:ENSG00000137707	ENSG00000196549	ENSG00000162302	ENSG00000137707
ENSG00000179523.7::ENSG00000235519.3::ENSG00000179046.9	ENSG00000179523.7	ENSG00000235519.3	ENSG00000179046.9	ENSG00000179523:ENSG00000235519	ENSG00000179523	ENSG00000235519	ENSG00000179046	ENSG00000179523	ENST00000702400.1	chr15	-	2	1122	0,1	44534508,44536167	44535474,44536321	tri_fusion	symmetrical_exons	ENSG00000179523.7	EIF3J-DT	ENSG00000179523:ENSG00000235519:ENSG00000179046	ENSG00000179523	ENSG00000235519	ENSG00000179046
ENSG00000179523.7::ENSG00000235519.3::ENSG00000179046.9	ENSG00000179523.7	ENSG00000235519.3	ENSG00000179046.9	ENSG00000179523:ENSG00000235519	ENSG00000179523	ENSG00000235519	ENSG00000179046	ENSG00000235519	ENST00000446580.3	chr2	-	3	319	0,1,2	81461363,81461698,81462455	81461440,81461752,81462640	tri_fusion	symmetrical_exons	ENSG00000235519.3	LINC01815	ENSG00000179523:ENSG00000235519:ENSG00000179046	ENSG00000179523	ENSG00000235519	ENSG00000179046
ENSG00000179523.7::ENSG00000235519.3::ENSG00000179046.9	ENSG00000179523.7	ENSG00000235519.3	ENSG00000179046.9	ENSG00000179523:ENSG00000235519	ENSG00000179523	ENSG00000235519	ENSG00000179046	ENSG00000179046	ENST00000394461.2	chr4	-	1	75	0	188105414	188105488	tri_fusion	symmetrical_exons	ENSG00000179046.9	TRIML2	ENSG00000179523:ENSG00000235519:ENSG00000179046	ENSG00000179523	ENSG00000235519	ENSG00000179046
ENSG00000117523.18::ENSG00000227372.12	ENSG00000117523.18	ENSG00000227372.12	NA	ENSG00000117523:ENSG00000227372	ENSG00000117523	ENSG00000227372	NA	ENSG00000117523	ENST00000476522.5	chr1	+	7	1026	0,1,2,3,4,5,6	171485552,171512033,171512996,171514537,171515735,171517592,171522178	171485735,171512200,171513172,171514630,171515859,171517814,171522232	intra_chromosome	symmetrical_exons	ENSG00000117523.18	PRRC2C	ENSG00000117523:ENSG00000227372	ENSG00000117523	ENSG00000227372	NA
